Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
740.5701@14.224996,740.5701@14.224996,,740.5701,14.224995999999999,,,,42776.0,,,,,,,,,,,,,,,,,81664.0,,,,,,,153207.0,129532.0,204531.0,,77884.0,30424.0,34180.0,,,79764.0,,44767.0,,,,29378.0,112113.0,29547.0,,,,155123.0,,109784.0,42776.0,,,,,81664.0,,153207.0,54154.0,34180.0,62266.0,,29547.0,,132454.0
742.1278@6.26,742.1278@6.26,,742.1278,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33043.0,35255.0,33306.0,,,,53288.0,57181.0,47732.0,,,,,,,,,,,,,33306.0,,53288.0
742.3597@10.713995,742.3597@10.713995,,742.3597,10.713994999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72653.0,137820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,105236.0,,,,,,
742.5311@12.215003,742.5311@12.215003,,742.5311,12.215003,,,,15427.0,,29558.0,20009.0,,15267.0,22884.0,19889.0,18236.0,29590.0,29499.0,22268.0,28203.0,30652.0,29717.0,21065.0,,21777.0,25980.0,38911.0,35919.0,28099.0,33921.0,32590.0,36684.0,30380.0,51896.0,22827.0,28393.0,49684.0,39191.0,46427.0,47755.0,64151.0,93448.0,56844.0,38827.0,41959.0,53206.0,85750.0,50091.0,65653.0,25682.0,,31725.0,29737.0,61484.0,46031.0,22492.0,17638.0,19889.0,29499.0,29717.0,21421.0,35919.0,36684.0,28393.0,46427.0,64151.0,41959.0,65653.0,28704.0,46031.0
742.5877@14.236003,742.5877@14.236003,,742.5877,14.236003,,,,393972.0,59494.0,52141.0,70262.0,35737.0,,,,71133.0,25477.0,,,,33810.0,68294.0,,36425.0,494795.0,,,,27261.0,,24659.0,2158297.0,3397951.0,585797.0,,882563.0,91651.0,120680.0,33408.0,57030.0,125742.0,95812.0,104955.0,30098.0,47862.0,138264.0,331841.0,937078.0,316080.0,16929.0,62965.0,,1620578.0,84720.0,522136.0,59494.0,53000.0,71133.0,25477.0,51052.0,265610.0,,2158297.0,487107.0,57030.0,104955.0,47862.0,331841.0,39947.0,522136.0
744.4829@12.734,744.4829@12.734,,744.4829,12.734000000000002,,,,498291.0,,455714.0,,,153072.0,436275.0,,417857.0,,139208.0,412660.0,,408590.0,360317.0,386666.0,,445032.0,,440496.0,,,420784.0,389962.0,383514.0,,,,413244.0,,369600.0,379303.0,,375915.0,451260.0,,514483.0,505148.0,525307.0,478770.0,,,,,,444330.0,,,477002.0,153072.0,427066.0,275934.0,384454.0,415849.0,440496.0,383514.0,413244.0,374452.0,413588.0,514483.0,478770.0,,444330.0
744.5935@14.213994,744.5935@14.213994,,744.5935,14.213994,,,,562420.0,57546.0,51882.0,75609.0,70456.0,,,,99101.0,29135.0,,,,75209.0,129644.0,,98558.0,715742.0,,44823.0,,53382.0,51027.0,52412.0,3972725.0,5100369.0,2806556.0,,2596602.0,366892.0,334805.0,61389.0,193921.0,359887.0,182323.0,214847.0,110935.0,108615.0,330835.0,1002699.0,2384216.0,589912.0,33016.0,77256.0,25723.0,1908551.0,152206.0,1565563.0,57546.0,73032.0,99101.0,29135.0,102426.0,407150.0,44823.0,3972725.0,1481747.0,193921.0,214847.0,110935.0,1002699.0,33016.0,1565563.0
744.5981@12.428997,744.5981@12.428997,,744.5981,12.428997,,,,,,,,,,,,,,,,,,,,,,,,,,,,49070.0,,,,,,,,,,,,,,47462.0,28319.0,55571.0,28910.0,,,,,19069.0,,,,,,,,,49070.0,,,,47462.0,28910.0,,19069.0
744.6035@14.213994,744.6035@14.213994,,744.6035,14.213994,,,,562420.0,55453.0,51882.0,73059.0,70456.0,,,,99101.0,29135.0,,,,74966.0,130834.0,,98558.0,715742.0,,44823.0,,53615.0,50826.0,52406.0,3969998.0,5098740.0,2804314.0,,2596839.0,364132.0,334056.0,61389.0,193921.0,357444.0,182323.0,215707.0,110935.0,108615.0,330835.0,1002699.0,2384748.0,589912.0,33016.0,77256.0,25723.0,1908551.0,151159.0,1577465.0,55453.0,71758.0,99101.0,29135.0,102900.0,407150.0,44823.0,3969998.0,1480486.0,193921.0,215707.0,110935.0,1002699.0,33016.0,1577465.0
745.5831@13.336997,745.5831@13.336997,,745.5831,13.336997,,,,81381.0,,,,,,19454.0,22302.0,,19612.0,,36482.0,23938.0,,14099.0,,,80437.0,,,20315.0,13505.0,,,243088.0,574484.0,1073473.0,,108303.0,188800.0,573519.0,50512.0,53789.0,224675.0,207247.0,238962.0,39200.0,27510.0,27220.0,120645.0,131645.0,63249.0,,23639.0,14913.0,37407.0,20990.0,257228.0,81381.0,,20878.0,28047.0,19018.0,80437.0,20315.0,574484.0,148552.0,53789.0,224675.0,27510.0,120645.0,19276.0,37407.0
745.6473@15.085005,745.6473@15.085005,,745.6473,15.085004999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,29277.0,75795.0,102338.0,,17412.0,29155.0,42322.0,,,24192.0,,28824.0,,,,,32738.0,,,,,,,27316.0,,,,,,,,75795.0,23284.0,42322.0,26508.0,,32738.0,,27316.0
746.5317@14.237996,746.5317@14.237996,,746.5317,14.237995999999999,,,,36088.0,,,,,,,,,,,,,,,,,112440.0,,,,,,,29127.0,17115.0,,,,,,,,,,,,,,,,,,,,183705.0,,57123.0,36088.0,,,,,112440.0,,23121.0,,,,,,,120414.0
748.5563@14.333007,748.5563@14.333007,,748.5563,14.333007,,,,480660.0,481131.0,597220.0,459324.0,340741.0,346032.0,292240.0,325929.0,332863.0,430800.0,355805.0,399202.0,373070.0,331323.0,384525.0,273481.0,443669.0,347200.0,309730.0,307450.0,428676.0,333697.0,410796.0,326843.0,377074.0,441078.0,577376.0,,,328643.0,339770.0,479125.0,484884.0,229187.0,315144.0,344776.0,321150.0,241505.0,337278.0,288587.0,331837.0,251257.0,266124.0,305080.0,265058.0,,213282.0,567993.0,481131.0,346032.0,325929.0,399202.0,373070.0,347200.0,309730.0,441078.0,328643.0,479125.0,315144.0,321150.0,288587.0,266124.0,390638.0
750.5658@14.203998,750.5658@14.203998,,750.5658,14.203998,,,,137640.0,,,,,,,,54163.0,,,,,,,,,396690.0,,,,,,,153165.0,206469.0,,,45479.0,17445.0,,,,,,,,,,33085.0,99781.0,23225.0,,,,835494.0,,148695.0,137640.0,,54163.0,,,396690.0,,179817.0,31462.0,,,,33085.0,,492094.0
750.569@14.5269985,750.569@14.5269985,,750.569,14.5269985,,,,224159.0,117508.0,444905.0,162300.0,232059.0,137408.0,,108901.0,,110611.0,94433.0,102491.0,115837.0,,151411.0,,163284.0,73946.0,,15896.0,145653.0,128754.0,93155.0,134001.0,535426.0,343393.0,326381.0,111948.0,121597.0,251739.0,321795.0,309710.0,261688.0,535135.0,79551.0,244219.0,32998.0,,49380.0,60068.0,72357.0,172661.0,,,,46722.0,134114.0,548437.0,224159.0,162300.0,108901.0,102491.0,133624.0,118615.0,80774.0,343393.0,121597.0,309710.0,244219.0,41189.0,72357.0,,134114.0
751.5511@13.291995,751.5511@13.291995,,751.5511,13.291995000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25244.0,47108.0,,,,24196.0,,,,,,,,,,,,,,,,,,,,,,,,,36176.0,,24196.0,,,,,
752.4227@11.513,752.4227@11.513,,752.4227,11.513,,,,399854.0,362900.0,575819.0,409483.0,277620.0,419358.0,363695.0,289309.0,410550.0,486489.0,426726.0,319071.0,364405.0,415533.0,319458.0,348082.0,219248.0,431945.0,249183.0,351176.0,404364.0,284602.0,301518.0,305851.0,697922.0,1046768.0,963804.0,289391.0,1218888.0,616742.0,458599.0,696001.0,715616.0,1046884.0,1430425.0,1681350.0,330843.0,601580.0,875996.0,1003953.0,1201056.0,1193824.0,443689.0,518698.0,666308.0,622034.0,556152.0,212781.0,399854.0,409483.0,363695.0,426726.0,364405.0,348082.0,351176.0,963804.0,616742.0,696001.0,1430425.0,601580.0,1193824.0,518698.0,556152.0
752.5158@12.159998,752.5158@12.159998,,752.5158,12.159998,,,,,,18597.0,,,,,,,11595.0,,,14347.0,,,,,10959.0,,,19975.0,,10866.0,,15792.0,29624.0,53963.0,,,81215.0,28433.0,34827.0,39629.0,69143.0,44288.0,65658.0,,36947.0,82886.0,87583.0,43887.0,43688.0,,,,,21660.0,24417.0,18597.0,,,11595.0,14347.0,10959.0,19975.0,29624.0,81215.0,34827.0,65658.0,59916.0,43887.0,,23038.0
752.9635@11.491001,752.9635@11.491001,,752.9635,11.491000999999999,,,,167608.0,147632.0,144793.0,148160.0,83968.0,129161.0,151214.0,134562.0,147107.0,151152.0,145041.0,120037.0,174045.0,211850.0,153514.0,156153.0,94848.0,164134.0,145139.0,161384.0,179528.0,156163.0,159398.0,153505.0,138154.0,197756.0,215494.0,,227407.0,204721.0,178056.0,189904.0,171035.0,192323.0,207534.0,180419.0,206377.0,200693.0,198791.0,177804.0,184099.0,181556.0,203233.0,175735.0,198606.0,178050.0,207500.0,213073.0,147632.0,129161.0,147107.0,145041.0,174045.0,156153.0,161384.0,197756.0,216064.0,178056.0,192323.0,200693.0,181556.0,198606.0,207500.0
753.6635@15.034993,753.6635@15.034993,,753.6635,15.034993,,,,,,,,,,,,,,,,,,,,,,,,,,,,31573.0,36123.0,63292.0,,25266.0,28282.0,40396.0,,,24390.0,,30316.0,,,,22426.0,40882.0,,,,,,,33610.0,,,,,,,,36123.0,26774.0,40396.0,27353.0,,31654.0,,33610.0
753.6665@14.794998,753.6665@14.794998,,753.6665,14.794998000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,65860.0,115315.0,66760.0,,18913.0,24738.0,94474.0,,,16157.0,,22245.0,,,,18249.0,69247.0,,,,,,,65831.0,,,,,,,,66760.0,21826.0,94474.0,19201.0,,43748.0,,65831.0
755.544@14.278996,755.544@14.278996,,755.544,14.278996,,,,,,27300000.0,11000000.0,13400000.0,26500000.0,15000000.0,26600000.0,25800000.0,25300000.0,34900000.0,15200000.0,35700000.0,34700000.0,30100000.0,24700000.0,1287370.0,30200000.0,8880842.0,35600000.0,18500000.0,25600000.0,29000000.0,27100000.0,79300000.0,270000000.0,41400000.0,190000000.0,211000000.0,4614671.0,,153000000.0,207000000.0,3824092.0,2929543.0,276000000.0,,49250.0,551164.0,4467260.0,,,,,,962072.0,1504502.0,2889005.0,27300000.0,13400000.0,25800000.0,25300000.0,34700000.0,24700000.0,18500000.0,79300000.0,190000000.0,180000000.0,3824092.0,300207.0,4467260.0,,1504502.0
755.5455@12.566998,755.5455@12.566998,,755.5455,12.566998,,,,,,71401.0,,,,,,,,,,25905.0,83375.0,166965.0,,,,,266561.0,,,244535.0,,745928.0,439244.0,92985.0,20656.0,79237.0,722586.0,29732.0,123954.0,229426.0,95775.0,,118588.0,29381.0,,,22630.0,89753.0,204858.0,,134095.0,,,36216.0,,71401.0,,,,83375.0,,266561.0,439244.0,79237.0,123954.0,107182.0,29381.0,89753.0,134095.0,36216.0
755.6239@13.861,755.6239@13.861,,755.6239,13.860999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70935.0,,,54895.0,21209.0,32076.0,,,,,,,,,,,,25339.0,,,,,,,,,,70935.0,32076.0,,,,25339.0
755.6718@14.8359995,755.6718@14.8359995,,755.6718,14.8359995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84538.0,110807.0,,,,65344.0,,,,,,,,,,,,,,,,,,,,,,,,,97672.0,,65344.0,,,,,
757.5348@12.773993,757.5348@12.773993,,757.5348,12.773992999999999,,,,,,,,,,,,77295.0,,67049.0,,,,,,,,,,,,,,136175.0,154133.0,154797.0,,,,,89628.0,105009.0,,,,,,120847.0,151172.0,851696.0,135976.0,,,,,,,,,77295.0,67049.0,,,,154133.0,,97318.0,,120847.0,151172.0,,
757.5621@15.210005,757.5621@15.210005,,757.5621,15.210004999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400000.0,,,238014.0,11500000.0,,,,,,,,,500018.0,20200000.0,60000000.0,75600000.0,60200000.0,,,,430307.0,,,,,,,,32400000.0,238014.0,11500000.0,,,20200000.0,67900000.0,430307.0
758.3908@7.639005,758.3908@7.639005,,758.3908,7.639005,,,,19053.0,18153.0,20625.0,,,,,,,,,,,26483.0,,26552.0,,31397.0,,20911.0,23901.0,,,,,,,,22358.0,,,,,,,,,18102.0,28705.0,,,,54390.0,42550.0,58628.0,30268.0,31416.0,24858.0,19053.0,,,,26483.0,28974.0,22406.0,,22358.0,,,23404.0,,54390.0,30268.0
758.4656@11.091002,758.4656@11.091002,,758.4656,11.091002,,,,150076.0,137143.0,131723.0,133793.0,144706.0,143129.0,129033.0,152323.0,146837.0,134344.0,123909.0,117494.0,127691.0,139460.0,117759.0,123424.0,90284.0,128907.0,120356.0,128087.0,138994.0,121483.0,142799.0,124077.0,97468.0,111315.0,118577.0,,135801.0,124893.0,113258.0,133419.0,117975.0,107782.0,131293.0,115662.0,118879.0,124987.0,147886.0,124453.0,118336.0,120886.0,114456.0,123741.0,137916.0,124130.0,122414.0,126208.0,137143.0,143129.0,146837.0,123909.0,127691.0,123424.0,128087.0,111315.0,130347.0,117975.0,115662.0,124987.0,120886.0,123741.0,124130.0
758.4887@11.717,758.4887@11.717,,758.4887,11.717,,,,98355.0,80660.0,157598.0,82880.0,51095.0,94171.0,76265.0,61954.0,91631.0,136184.0,113974.0,79773.0,99330.0,126771.0,81595.0,93865.0,49350.0,126856.0,53531.0,83710.0,118616.0,73594.0,79994.0,72762.0,295044.0,379257.0,764997.0,30886.0,96119.0,586458.0,250013.0,207584.0,202061.0,536396.0,211164.0,768107.0,63394.0,119815.0,227483.0,313770.0,1183742.0,654609.0,32940.0,196809.0,61575.0,257063.0,180937.0,109252.0,98355.0,82880.0,76265.0,113974.0,99330.0,93865.0,83710.0,379257.0,96119.0,207584.0,536396.0,119815.0,654609.0,61575.0,180937.0
758.5828@13.533998,758.5828@13.533998,,758.5828,13.533998,,,,623541.0,152383.0,106109.0,63686.0,138467.0,110935.0,,,94995.0,,,,,78364.0,41621.0,,76023.0,967174.0,,,,24638.0,68692.0,,84178.0,184278.0,114317.0,,,,,,,,,,,,,,,,,,,1266580.0,,84979.0,152383.0,110935.0,94995.0,,59992.0,521598.0,,114317.0,,,,,,,675780.0
759.3533@8.734994,759.3533@8.734994,,759.3533,8.734994,,,,,,,,,,19656.0,,32207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25932.0,,,,,,,,,,,,
759.6203@14.5390005,759.6203@14.5390005,,759.6203,14.5390005,,,,,,,,,,,,,,,,,,,,,,,,,,,,137002.0,219787.0,158693.0,,,47790.0,79075.0,,,57170.0,32992.0,40261.0,,,,34800.0,41487.0,,,,,,,159034.0,,,,,,,,158693.0,47790.0,79075.0,40261.0,,38144.0,,159034.0
760.6102@12.5759945,760.6102@12.5759945,,760.6102,12.5759945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45759.0,,,61992.0,,,,64791.0,,76941.0,,,,,47841.0,,,,,,,,,,,,,,,45759.0,61992.0,,70866.0,,47841.0,,
761.5851@13.289998,761.5851@13.289998,,761.5851,13.289998,,,,,,,,,,,,,,,,,,,,,,,,,,,,69315.0,154473.0,219856.0,,,44328.0,119904.0,,,55462.0,55202.0,56795.0,,,,38432.0,25966.0,,,,,,,63473.0,,,,,,,,154473.0,44328.0,119904.0,55462.0,,32199.0,,63473.0
761.6328@15.054994,761.6328@15.054994,,761.6328,15.054994,,,,75768.0,,,,,,,,,,,18613.0,,,,,,74497.0,,,,,,,153901.0,274590.0,331545.0,,38611.0,83726.0,129170.0,,,72347.0,51172.0,63364.0,,,,59918.0,71502.0,33423.0,,,,35922.0,,173962.0,75768.0,,,18613.0,,74497.0,,274590.0,61168.0,129170.0,63364.0,,59918.0,,104942.0
762.1217@1.2449996,762.1217@1.2449996,,762.1217,1.2449996,,,,17699.0,12816.0,23515.0,16923.0,14546.0,10349.0,21006.0,19744.0,14159.0,18336.0,16936.0,14909.0,,9881.0,9458.0,13131.0,13801.0,15450.0,18491.0,16474.0,14026.0,13417.0,11070.0,16976.0,,,,,,,,,,,,,,,,,,,,,,,,,17699.0,14546.0,19744.0,16936.0,9670.0,13801.0,16474.0,,,,,,,,
762.5848@11.411995,762.5848@11.411995,,762.5848,11.411995,,,,18848.0,,21442.0,18870.0,,22039.0,21260.0,17656.0,23184.0,21872.0,18459.0,,,23863.0,,,,19167.0,18957.0,26099.0,30699.0,16554.0,19574.0,16800.0,20331.0,28157.0,,,19446.0,,,,42490.0,,,,23932.0,29683.0,55519.0,36781.0,61800.0,39916.0,28168.0,43523.0,55756.0,55715.0,53021.0,32329.0,20145.0,20454.0,21260.0,20166.0,23863.0,19167.0,26099.0,24244.0,19446.0,42490.0,,29683.0,39916.0,43523.0,53021.0
763.5097@15.205995,763.5097@15.205995,,763.5097,15.205995000000001,,,,131867.0,174938.0,74559.0,193185.0,64055.0,149570.0,88208.0,82165.0,125618.0,123220.0,80168.0,,201896.0,197082.0,34329.0,207502.0,100709.0,282042.0,77443.0,244120.0,171944.0,177722.0,,198921.0,,,821412.0,,62595.0,623472.0,658826.0,161253.0,161375.0,1102758.0,297704.0,857012.0,81652.0,113141.0,287067.0,184738.0,84015.0,91195.0,38585.0,101099.0,86473.0,137944.0,48082.0,,131867.0,149570.0,88208.0,101694.0,197082.0,207502.0,171944.0,821412.0,343034.0,161375.0,857012.0,113141.0,91195.0,86473.0,93013.0
763.5287@15.09699,763.5287@15.09699,,763.5287,15.09699,,,,,,,,,,,34606.0,,56021.0,48131.0,,90475.0,,,,,,,49099.0,85539.0,,,,,,666580.0,,33757.0,297191.0,355742.0,90892.0,75577.0,551451.0,226882.0,426516.0,,,45947.0,74373.0,67649.0,,,,,,,,,,34606.0,52076.0,90475.0,,67319.0,666580.0,165474.0,90892.0,426516.0,45947.0,71011.0,,
764.1814@1.2140005,764.1814@1.2140005,,764.1814,1.2140004999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,37192.0,59114.0,85234.0,,59033.0,151488.0,23881.0,,,50289.0,54169.0,59912.0,12984.0,13230.0,,,14153.0,,,,,,16174.0,,,,,,,,,59114.0,105260.0,23881.0,54169.0,13107.0,14153.0,,16174.0
764.5688@14.237,764.5688@14.237,,764.5688,14.237,,,,93598.0,,,,,,,,,,,,,,,,,90011.0,,,,,,,359487.0,319551.0,283674.0,,272666.0,,,,,,,,,,,82194.0,236617.0,101092.0,,,,195725.0,,257305.0,93598.0,,,,,90011.0,,319551.0,272666.0,,,,101092.0,,226515.0
764.5758@14.236001,764.5758@14.236001,,764.5758,14.236001000000002,,,,123706.0,,,,,,,,,,,,,,,,,112301.0,,,,,,,335873.0,312324.0,263509.0,,269426.0,,66012.0,,10171.0,89334.0,,,,,,82551.0,229679.0,104415.0,,,,195901.0,,211239.0,123706.0,,,,,112301.0,,312324.0,269426.0,38092.0,89334.0,,104415.0,,203570.0
764.6034@11.6749935,764.6034@11.6749935,,764.6034,11.6749935,,,,19966.0,,22385.0,18280.0,,18583.0,,,,19705.0,,,,,,,,,,19376.0,24512.0,,,,27597.0,37233.0,,,,,,,35651.0,,,,21767.0,21158.0,40320.0,23732.0,59148.0,37579.0,19020.0,29824.0,37096.0,36690.0,44840.0,28548.0,21176.0,18432.0,,19705.0,,,21944.0,32415.0,,35651.0,,21767.0,37579.0,29824.0,36690.0
765.5285@15.268998,765.5285@15.268998,,765.5285,15.268998000000002,,,,36459.0,60160.0,27537.0,46522.0,,,,,,,,,,33994.0,,33130.0,,43003.0,,38800.0,30007.0,29716.0,,29924.0,,,204980.0,,,140973.0,131180.0,,,177260.0,74875.0,,,,45151.0,25633.0,,,,,,,,,36459.0,46522.0,,,33994.0,38066.0,34404.0,204980.0,140973.0,131180.0,126068.0,45151.0,25633.0,,
765.6696@14.591997,765.6696@14.591997,,765.6696,14.591997000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,61308.0,156004.0,222974.0,,70520.0,74724.0,123582.0,,,70789.0,41742.0,75466.0,,,,51940.0,87751.0,41538.0,,,,,,54213.0,,,,,,,,156004.0,72622.0,123582.0,70789.0,,51940.0,,54213.0
766.3271@10.438998,766.3271@10.438998,,766.3271,10.438998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49325.0,42080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45702.0,,,,,,
766.4366@11.601006,766.4366@11.601006,,766.4366,11.601006,,,,238786.0,215969.0,386276.0,221531.0,149653.0,217685.0,190937.0,163258.0,277613.0,307842.0,266673.0,194722.0,323211.0,194050.0,233605.0,255903.0,128818.0,296222.0,145221.0,237660.0,348251.0,196006.0,200935.0,190336.0,548802.0,686352.0,612210.0,245244.0,827684.0,601125.0,424120.0,666671.0,502220.0,872150.0,1070487.0,1477183.0,183534.0,452512.0,572926.0,932189.0,975907.0,973138.0,174349.0,318581.0,295735.0,301371.0,212649.0,130414.0,238786.0,217685.0,190937.0,266673.0,233605.0,255903.0,237660.0,612210.0,601125.0,502220.0,1070487.0,452512.0,973138.0,295735.0,212649.0
766.4564@12.212003,766.4564@12.212003,,766.4564,12.212003,,,,,,,,,,,,,,,,24240.0,,25836.0,17231.0,,,,,29570.0,,29198.0,23884.0,,,,,,,,,,,,,,14631.0,20226.0,,,16589.0,,,15892.0,22764.0,38026.0,44696.0,,,,,25038.0,17231.0,29570.0,,,,,17428.0,16589.0,15892.0,38026.0
766.4902@10.849,766.4902@10.849,,766.4902,10.849,,,,793394.0,773880.0,843689.0,800448.0,487751.0,726546.0,748135.0,697723.0,783817.0,816466.0,771231.0,656266.0,704024.0,956594.0,697372.0,665472.0,344237.0,742017.0,619776.0,761656.0,831034.0,691610.0,706996.0,726992.0,587310.0,921338.0,983870.0,,1167892.0,901328.0,711547.0,929677.0,870828.0,695316.0,878129.0,727663.0,772010.0,919001.0,1136753.0,927334.0,896092.0,926192.0,798916.0,781182.0,906950.0,778985.0,817661.0,751919.0,793394.0,726546.0,748135.0,771231.0,704024.0,665472.0,761656.0,921338.0,1034610.0,870828.0,727663.0,919001.0,926192.0,798916.0,778985.0
766.5333@12.161993,766.5333@12.161993,,766.5333,12.161992999999999,,,,19633.0,,14530.0,,,,,,,15495.0,13710.0,,15645.0,15387.0,14145.0,,,12528.0,,14302.0,23168.0,,14556.0,15969.0,21813.0,20954.0,92308.0,,15212.0,98889.0,36038.0,32656.0,26219.0,81679.0,32307.0,83798.0,13615.0,19876.0,29314.0,42324.0,81301.0,50439.0,,,,,29208.0,29442.0,17082.0,,,14602.0,15387.0,12528.0,18735.0,21813.0,57050.0,32656.0,81679.0,19876.0,50439.0,,29325.0
767.5826@14.807006,767.5826@14.807006,,767.5826,14.807006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40283.0,52213.0,,,,,,,,,,,,,,,,,,,,,17169.0,,,,,,,,46248.0,,,,,,,17169.0
767.683@15.028009,767.683@15.028009,,767.683,15.028008999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,77397.0,209618.0,285744.0,,60715.0,107659.0,159701.0,,,49589.0,54945.0,97531.0,,,,57171.0,101219.0,29261.0,,,,,,36954.0,,,,,,,,209618.0,84187.0,159701.0,54945.0,,57171.0,,36954.0
768.4979@12.656999,768.4979@12.656999,,768.4979,12.656999,,,,,,,,,101985.0,,,,,112177.0,,,,,471947.0,,,,241863.0,,,,,180903.0,76435.0,,,169411.0,246944.0,,,192727.0,,,216079.0,,,,,266757.0,227441.0,,207811.0,212580.0,,,,,101985.0,,112177.0,,471947.0,241863.0,128669.0,208178.0,192727.0,216079.0,,247099.0,210196.0,
768.5898@14.228005,768.5898@14.228005,,768.5898,14.228005,,,,,,,,,,,,,,,,,,,,,,,,,,,,164521.0,244033.0,607711.0,,339172.0,269266.0,95951.0,,37644.0,796452.0,83181.0,715316.0,,,52960.0,138010.0,318633.0,101015.0,,,,,,207665.0,,,,,,,,244033.0,304219.0,66798.0,715316.0,52960.0,138010.0,,207665.0
768.5943@14.224997,768.5943@14.224997,,768.5943,14.224997,,,,158581.0,,,,,,,,,,,,,,,,,,,,,,,,134035.0,232376.0,578512.0,,295563.0,169758.0,50372.0,26292.0,29106.0,832279.0,71724.0,721773.0,,,41660.0,119407.0,270886.0,80541.0,,,,,,206749.0,158581.0,,,,,,,232376.0,232660.0,29106.0,721773.0,41660.0,119407.0,,206749.0
772.5059@11.822999,772.5059@11.822999,,772.5059,11.822999000000001,,,,25944.0,,35987.0,,,,,,,27876.0,37914.0,,27664.0,30420.0,,26618.0,,34951.0,,,29823.0,,,,105084.0,123954.0,189623.0,,,159644.0,61468.0,34464.0,61409.0,124946.0,40811.0,172937.0,,23630.0,60145.0,86679.0,312119.0,141213.0,,48869.0,,52541.0,48639.0,23237.0,30966.0,,,32895.0,29042.0,30784.0,29823.0,123954.0,159644.0,61409.0,124946.0,41888.0,141213.0,48869.0,48639.0
774.2671@7.6480017,774.2671@7.6480017,,774.2671,7.648001700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25037.0,20908.0,41131.0,,,,,,,,,,,,,,,,,25037.0,
774.4663@10.604003,774.4663@10.604003,,774.4663,10.604003,,,,270511.0,272265.0,,276023.0,171591.0,261311.0,272700.0,263093.0,,281295.0,274621.0,237772.0,259062.0,,254334.0,247050.0,150291.0,,249621.0,276651.0,297486.0,228197.0,230401.0,238114.0,189537.0,,,,,,265028.0,,258085.0,259381.0,298620.0,265390.0,251270.0,296868.0,,,,274414.0,,257079.0,,236281.0,237233.0,245486.0,271388.0,261311.0,267896.0,274621.0,256698.0,198670.0,276651.0,189537.0,,261556.0,265390.0,274069.0,274414.0,257079.0,237233.0
775.5014@11.747001,775.5014@11.747001,,775.5014,11.747001,,,,,,,,,,,,,,,,,,,,37616.0,,,,,,,,,,,,,,,,,,,74846.0,,,,,67164.0,87773.0,,,63257.0,,,,,,,,,37616.0,,,,,74846.0,,77468.0,63257.0,
776.4766@12.388,776.4766@12.388,,776.4766,12.388,,,,53472.0,21341.0,54987.0,,,,,,,,,,38919.0,66504.0,38727.0,1048701.0,27563.0,34869.0,,124219.0,41153.0,,,32757.0,,118428.0,89319.0,34248.0,53068.0,145319.0,34569.0,77529.0,46371.0,80568.0,83684.0,113138.0,50131.0,65034.0,112483.0,127818.0,146405.0,,80340.0,136226.0,125650.0,75119.0,47329.0,,53472.0,,,,38919.0,34869.0,82686.0,103874.0,53068.0,46371.0,83684.0,65034.0,137112.0,125650.0,61224.0
