Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_48_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_ALLSamples
C15H32N6O4,,84.9,360.2446,9.931000000000001,50,,,,114426.0,71222.0,133044.0,124076.0,66061.0,102015.0,116036.0,100355.0,129666.0,151256.0,136269.0,108734.0,104906.0,220502.0,165224.0,114184.0,63063.0,145502.0,102812.0,146379.0,177795.0,97704.0,143289.0,95430.0,146053.0,146789.0,238643.0,229048.0,251906.0,259022.0,200666.0,233320.0,271752.0,170212.0,145196.0,133542.0,226643.0,244656.0,198266.0,284947.0,417094.0,555529.0,91890.0,526311.0,588284.0,196131.0,254704.0,139593.0,,,,,0,106231.0,114426.0,31715.0,0.3,3,97384.0,102015.0,29283.0,0.3,3,115352.0,116036.0,14667.0,0.13,3,132086.0,136269.0,21567.0,0.16,3,163544.0,165224.0,57816.0,0.35,3,107583.0,114184.0,41614.0,0.39,3,142329.0,146379.0,37655.0,0.26,3,112141.0,97704.0,26999.0,0.24,3,177162.0,146789.0,53246.0,0.3,3,246659.0,251906.0,15661.0,0.06,3,235246.0,233320.0,35582.0,0.15,3,149650.0,145196.0,18736.0,0.13,3,223188.0,226643.0,23387.0,0.1,3,419190.0,417094.0,135303.0,0.32,3,402162.0,526311.0,270484.0,0.67,3,196809.0,196131.0,57558.0,0.29,3,,,,,,,,,,,,,,,,360.0,146584.0,,0.0,114426.0,102015.0,116036.0,136269.0,165224.0,114184.0,146379.0,97704.0,146789.0,251906.0,233320.0,145196.0,226643.0,417094.0,526311.0,196131.0,146584.0
C17H16FN3O3S,,80.75,361.0854,6.2989999999999995,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22043.0,941841.0,1014150.0,1011868.0,,,,1798239.0,1571819.0,1152776.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,22043.0,22043.0,,,1,989286.0,1011868.0,41105.0,0.04,3,,,,,0,1507611.0,1571819.0,327487.0,0.22,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,361.0,1011868.0,,0.0,,,,,,,,,22043.0,1011868.0,,1571819.0,,,,,1011868.0
C11H11Cl4O3P 1.2019998,,58.46,361.9195,1.2019998,48,,,,46815.0,64952.0,31381.0,14969.0,,13644.0,29050.0,35848.0,105926.0,42446.0,44460.0,51836.0,73053.0,15324.0,18092.0,28381.0,,36262.0,35098.0,18441.0,98749.0,45297.0,18956.0,33941.0,265161.0,233343.0,138887.0,345022.0,334771.0,335525.0,92875.0,105959.0,91013.0,65432.0,77795.0,193597.0,546331.0,379737.0,452375.0,315203.0,336821.0,333458.0,31244.0,378814.0,365203.0,257431.0,175061.0,283484.0,,,,,0,47716.0,46815.0,16804.0,0.35,3,14306.0,14306.0,937.0,0.07,2,56941.0,35848.0,42558.0,0.75,3,46247.0,44460.0,4944.0,0.11,3,35490.0,18092.0,32560.0,0.92,3,32322.0,32322.0,5573.0,0.17,2,50763.0,35098.0,42384.0,0.83,3,32731.0,33941.0,13212.0,0.4,3,212464.0,233343.0,65675.0,0.31,3,338439.0,335525.0,5713.0,0.02,3,96616.0,92875.0,8145.0,0.08,3,112275.0,77795.0,70698.0,0.63,3,459481.0,452375.0,83524.0,0.18,3,328494.0,333458.0,11633.0,0.04,3,258420.0,365203.0,196858.0,0.76,3,238659.0,257431.0,56597.0,0.24,3,,,,,,,,,,,,,,,,362.0,62305.0,,0.0,46815.0,14306.0,35848.0,44460.0,18092.0,32322.0,35098.0,33941.0,233343.0,335525.0,92875.0,77795.0,452375.0,333458.0,365203.0,257431.0,62305.0
C23H23FN2O,,75.53,362.1739,8.349,50,,,,106318.0,146887.0,66089.0,75148.0,42714.0,91793.0,71956.0,45806.0,64749.0,45042.0,44295.0,42281.0,27555.0,268812.0,164002.0,45083.0,73949.0,58659.0,49771.0,75648.0,45149.0,48660.0,215597.0,45953.0,,44140.0,43955.0,29337.0,29800.0,24492.0,57559.0,49047.0,64428.0,43603.0,,,,,,,60513.0,,,48414.0,,,21891.0,31718.0,,,,,0,106431.0,106318.0,40399.0,0.38,3,69885.0,75148.0,24959.0,0.36,3,60837.0,64749.0,13507.0,0.22,3,43873.0,44295.0,1428.0,0.03,3,153456.0,164002.0,120974.0,0.79,3,59230.0,58659.0,14441.0,0.24,3,56856.0,49771.0,16438.0,0.29,3,103403.0,48660.0,97172.0,0.94,3,44048.0,44048.0,131.0,0.0,2,27876.0,29337.0,2940.0,0.11,3,57011.0,57559.0,7705.0,0.14,3,43603.0,43603.0,,,1,,,,,0,60513.0,60513.0,,,1,48414.0,48414.0,,,1,26804.0,26804.0,6949.0,0.26,2,,,,,,,,,,,,,,,,362.0,49771.0,,0.0,106318.0,75148.0,64749.0,44295.0,164002.0,58659.0,49771.0,48660.0,44048.0,29337.0,57559.0,43603.0,,60513.0,48414.0,26804.0,49771.0
C19H27FN4O2,,84.01,362.2107,8.102998,50,,,,110789.0,104790.0,111873.0,92019.0,54537.0,85012.0,84519.0,77019.0,84948.0,91889.0,85766.0,77610.0,81968.0,110099.0,82271.0,87306.0,44548.0,98400.0,73419.0,86894.0,92491.0,80088.0,75964.0,81002.0,101054.0,116052.0,149660.0,118804.0,121055.0,129950.0,94245.0,89482.0,110080.0,114930.0,115538.0,95725.0,101827.0,120279.0,113825.0,79830.0,133811.0,113919.0,22323.0,141930.0,85014.0,94242.0,123436.0,115686.0,,,,,0,109151.0,110789.0,3815.0,0.03,3,77189.0,85012.0,19928.0,0.26,3,82162.0,84519.0,4459.0,0.05,3,85088.0,85766.0,7164.0,0.08,3,91446.0,82271.0,16155.0,0.18,3,76751.0,87306.0,28435.0,0.37,3,84268.0,86894.0,9803.0,0.12,3,79018.0,80088.0,2684.0,0.03,3,122255.0,116052.0,24890.0,0.2,3,123270.0,121055.0,5894.0,0.05,3,97936.0,94245.0,10784.0,0.11,3,108731.0,114930.0,11268.0,0.1,3,111977.0,113825.0,9364.0,0.08,3,109187.0,113919.0,27300.0,0.25,3,83089.0,85014.0,59827.0,0.72,3,111121.0,115686.0,15123.0,0.14,3,,,,,,,,,,,,,,,,362.0,90776.0,,0.0,110789.0,85012.0,84519.0,85766.0,82271.0,87306.0,86894.0,80088.0,116052.0,121055.0,94245.0,114930.0,113825.0,113919.0,85014.0,115686.0,90776.0
C22H31FO3,,76.6,362.2254,11.827,48,,,,,,,,,43714.0,,102751.0,43999.0,223642.0,66952.0,,169411.0,21521.0,,,,11247.0,63338.0,91373.0,261662.0,50485.0,,101186.0,,12787.0,12898.0,6932.0,13399.0,,54716.0,60149.0,214369.0,29295.0,29320.0,30702.0,241039.0,11876.0,249380.0,17033.0,51567.0,,34174.0,27704.0,181727.0,106098.0,,,,,,,0,,,,,0,43714.0,43714.0,,,1,73375.0,73375.0,41544.0,0.57,2,145297.0,145297.0,110797.0,0.76,2,95466.0,95466.0,104574.0,1.1,2,11247.0,11247.0,,,1,138791.0,91373.0,107329.0,0.77,3,75836.0,75836.0,35851.0,0.47,2,12842.0,12842.0,78.0,0.01,2,10166.0,10166.0,4573.0,0.45,2,109745.0,60149.0,90648.0,0.83,3,29772.0,29320.0,805.0,0.03,3,167432.0,241039.0,134780.0,0.8,3,34300.0,34300.0,24419.0,0.71,2,81202.0,34174.0,87118.0,1.07,3,106098.0,106098.0,,,1,,,,,,,,,,,,,,,,362.0,60149.0,,0.0,,43714.0,73375.0,145297.0,95466.0,11247.0,91373.0,75836.0,12842.0,10166.0,60149.0,29320.0,241039.0,34300.0,34174.0,106098.0,60149.0
C22H23NO2P,,79.79,364.1477,8.818999999999999,50,,,,190528.0,185357.0,92162.0,123745.0,69026.0,156185.0,33104.0,,49413.0,,,,,78253.0,40103.0,59548.0,90652.0,51573.0,31956.0,139473.0,47051.0,22745.0,24087.0,,,,30363.0,,,,74975.0,44227.0,61592.0,61031.0,48820.0,30127.0,,,,,,,,,,,,,,,,,0,156016.0,185357.0,55359.0,0.35,3,116319.0,123745.0,44052.0,0.38,3,41258.0,41258.0,11532.0,0.28,2,,,,,0,59178.0,59178.0,26976.0,0.46,2,67258.0,59548.0,20649.0,0.31,3,72827.0,47051.0,58209.0,0.8,3,23416.0,23416.0,949.0,0.04,2,30363.0,30363.0,,,1,,,,,0,60265.0,61592.0,15417.0,0.26,3,46659.0,48820.0,15565.0,0.33,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,364.0,53999.0,,0.0,185357.0,123745.0,41258.0,,59178.0,59548.0,47051.0,23416.0,30363.0,,61592.0,48820.0,,,,,53999.0
C22H24N2O3,,79.67,364.1813,9.118003999999999,50,,,,234225.0,222069.0,245457.0,243512.0,155353.0,235476.0,191604.0,143987.0,205664.0,156737.0,129342.0,141944.0,70868.0,229884.0,166466.0,246923.0,152429.0,272302.0,138803.0,213871.0,142051.0,147668.0,140136.0,131699.0,94690.0,133419.0,208869.0,171323.0,216463.0,199094.0,238656.0,222650.0,308664.0,211166.0,140071.0,89676.0,,41417.0,,139665.0,190711.0,112090.0,,210725.0,,,49705.0,115801.0,,,,,0,233917.0,234225.0,11697.0,0.05,3,211447.0,235476.0,48745.0,0.23,3,180418.0,191604.0,32324.0,0.18,3,142674.0,141944.0,13712.0,0.1,3,155739.0,166466.0,80049.0,0.51,3,223885.0,246923.0,63170.0,0.28,3,164908.0,142051.0,42434.0,0.26,3,139834.0,140136.0,7989.0,0.06,3,145659.0,133419.0,58065.0,0.4,3,195627.0,199094.0,22769.0,0.12,3,256657.0,238656.0,45745.0,0.18,3,146971.0,140071.0,61038.0,0.42,3,41417.0,41417.0,,,1,147489.0,139665.0,39890.0,0.27,3,210725.0,210725.0,,,1,82753.0,82753.0,46737.0,0.56,2,,,,,,,,,,,,,,,,364.0,154258.0,,0.0,234225.0,235476.0,191604.0,141944.0,166466.0,246923.0,142051.0,140136.0,133419.0,199094.0,238656.0,140071.0,41417.0,139665.0,210725.0,82753.0,154258.0
C19H28N2O3S,,84.47,364.1818,9.316003,50,,,,430422.0,460745.0,301185.0,332412.0,208017.0,381247.0,227685.0,174072.0,253113.0,189936.0,157976.0,170293.0,107654.0,836504.0,612222.0,280315.0,351527.0,316578.0,167286.0,333850.0,187054.0,177555.0,556915.0,184196.0,98999.0,131539.0,238636.0,206232.0,197728.0,205862.0,271999.0,253626.0,364546.0,223129.0,155256.0,32062.0,,23496.0,,119557.0,188534.0,,,231760.0,,,44647.0,110530.0,,,,,0,397451.0,430422.0,84736.0,0.21,3,307225.0,332412.0,89319.0,0.29,3,218290.0,227685.0,40349.0,0.18,3,172735.0,170293.0,16119.0,0.09,3,518793.0,612222.0,373299.0,0.72,3,316140.0,316578.0,35608.0,0.11,3,229397.0,187054.0,90998.0,0.4,3,306222.0,184196.0,217132.0,0.71,3,156391.0,131539.0,73061.0,0.47,3,203274.0,205862.0,4807.0,0.02,3,296724.0,271999.0,59450.0,0.2,3,136816.0,155256.0,96859.0,0.71,3,23496.0,23496.0,,,1,154046.0,154046.0,48774.0,0.32,2,231760.0,231760.0,,,1,77588.0,77588.0,46586.0,0.6,2,,,,,,,,,,,,,,,,364.0,196458.0,,0.0,430422.0,332412.0,227685.0,170293.0,612222.0,316578.0,187054.0,184196.0,131539.0,205862.0,271999.0,155256.0,23496.0,154046.0,231760.0,77588.0,196458.0
C20H32N2S2 10.911996,,81.69,364.1998,10.911996,41,,,,177302.0,179588.0,152763.0,95919.0,,109773.0,,,,236549.0,209668.0,168418.0,105564.0,112239.0,78026.0,,81231.0,,,,114014.0,37893.0,34565.0,,130482.0,250889.0,192018.0,262182.0,264685.0,258786.0,108659.0,147886.0,189684.0,242390.0,240261.0,253462.0,238909.0,135992.0,125984.0,132627.0,194076.0,219923.0,,,,235749.0,174226.0,214848.0,,,,,0,169884.0,177302.0,14871.0,0.09,3,102846.0,102846.0,9796.0,0.1,2,,,,,0,204878.0,209668.0,34317.0,0.17,3,98610.0,105564.0,18136.0,0.18,3,81231.0,81231.0,,,1,114014.0,114014.0,,,1,36229.0,36229.0,2353.0,0.06,2,191130.0,192018.0,60208.0,0.32,3,261884.0,262182.0,2961.0,0.01,3,148743.0,147886.0,40519.0,0.27,3,245371.0,242390.0,7087.0,0.03,3,166962.0,135992.0,62509.0,0.37,3,182209.0,194076.0,44842.0,0.25,3,,,,,0,208274.0,214848.0,31284.0,0.15,3,,,,,,,,,,,,,,,,364.0,162594.0,,0.0,177302.0,102846.0,,209668.0,105564.0,81231.0,114014.0,36229.0,192018.0,262182.0,147886.0,242390.0,135992.0,194076.0,,214848.0,162594.0
C22H36ClNO,,51.61,365.2511,10.608001,50,,,,85470.0,78824.0,87012.0,89900.0,53844.0,72702.0,76608.0,78206.0,79873.0,80997.0,75001.0,78404.0,73272.0,106516.0,83661.0,75938.0,49066.0,83972.0,80332.0,82685.0,86095.0,79494.0,83952.0,75108.0,85009.0,103793.0,116057.0,95501.0,97239.0,114108.0,102421.0,94252.0,112087.0,87011.0,92283.0,90788.0,88936.0,100393.0,86069.0,73299.0,111815.0,114969.0,,142264.0,105984.0,85496.0,102178.0,96416.0,,,,,0,83769.0,85470.0,4351.0,0.05,3,72149.0,72702.0,18034.0,0.25,3,78229.0,78206.0,1633.0,0.02,3,78134.0,78404.0,3007.0,0.04,3,87816.0,83661.0,17007.0,0.19,3,69659.0,75938.0,18281.0,0.26,3,83037.0,82685.0,2898.0,0.03,3,79518.0,79494.0,4422.0,0.06,3,101620.0,103793.0,15638.0,0.15,3,102283.0,97239.0,10278.0,0.1,3,102920.0,102421.0,8928.0,0.09,3,90027.0,90788.0,2717.0,0.03,3,91799.0,88936.0,7579.0,0.08,3,100028.0,111815.0,23201.0,0.23,3,124124.0,124124.0,25654.0,0.21,2,94697.0,96416.0,8473.0,0.09,3,,,,,,,,,,,,,,,,365.0,87203.0,,0.0,85470.0,72702.0,78206.0,78404.0,83661.0,75938.0,82685.0,79494.0,103793.0,97239.0,102421.0,90788.0,88936.0,111815.0,124124.0,96416.0,87203.0
C16H30O7S,,90.96,366.1667,7.825003,50,,,,56468.0,55837.0,,29596.0,,25820.0,,,,,,,,1324753.0,1518654.0,,50771.0,,,30134.0,,,1095463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56152.0,56152.0,446.0,0.01,2,27708.0,27708.0,2670.0,0.1,2,,,,,0,,,,,0,1421704.0,1421704.0,137109.0,0.1,2,50771.0,50771.0,,,1,30134.0,30134.0,,,1,1095463.0,1095463.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,366.0,53462.0,,0.0,56152.0,27708.0,,,1421704.0,50771.0,30134.0,1095463.0,,,,,,,,,53462.0
C19H26O7,,95.77,366.1674,7.992002499999999,50,,,,30352.0,53443.0,,29596.0,,32951.0,,,,,,,,519407.0,729783.0,,39497.0,,,28996.0,,,449234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41898.0,41898.0,16328.0,0.39,2,31274.0,31274.0,2372.0,0.08,2,,,,,0,,,,,0,624595.0,624595.0,148758.0,0.24,2,39497.0,39497.0,,,1,28996.0,28996.0,,,1,449234.0,449234.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,366.0,40698.0,,0.0,41898.0,31274.0,,,624595.0,39497.0,28996.0,449234.0,,,,,,,,,40698.0
C22H26N2O3 10.105995,,73.15,366.1983,10.105995,50,,,,87260.0,66751.0,121672.0,86301.0,45219.0,106963.0,77858.0,51288.0,90664.0,102138.0,89032.0,67767.0,82230.0,179425.0,124668.0,127334.0,62765.0,155408.0,74683.0,138545.0,151861.0,62919.0,89721.0,79929.0,93517.0,111075.0,51415.0,300515.0,319821.0,342065.0,230205.0,67254.0,378927.0,166650.0,166852.0,99791.0,35444.0,79019.0,,132083.0,179279.0,88656.0,,82088.0,38204.0,46488.0,96124.0,30093.0,,,,,0,91894.0,87260.0,27752.0,0.3,3,79494.0,86301.0,31430.0,0.4,3,73270.0,77858.0,20085.0,0.27,3,86312.0,89032.0,17346.0,0.2,3,128774.0,124668.0,48727.0,0.38,3,115169.0,127334.0,47504.0,0.41,3,121696.0,138545.0,41256.0,0.34,3,77523.0,79929.0,13562.0,0.17,3,85336.0,93517.0,30660.0,0.36,3,320800.0,319821.0,20792.0,0.06,3,225462.0,230205.0,155891.0,0.69,3,144431.0,166650.0,38660.0,0.27,3,57232.0,57232.0,30812.0,0.54,2,133339.0,132083.0,45325.0,0.34,3,60146.0,60146.0,31031.0,0.52,2,57568.0,46488.0,34382.0,0.6,3,,,,,,,,,,,,,,,,366.0,91274.0,,0.0,87260.0,86301.0,77858.0,89032.0,124668.0,127334.0,138545.0,79929.0,93517.0,319821.0,230205.0,166650.0,57232.0,132083.0,60146.0,46488.0,91274.0
C15H32N3O7 11.2319975,,51.29,366.2111,11.2319975,49,,,,304777.0,66487.0,397304.0,190524.0,143700.0,128186.0,147440.0,144961.0,,153975.0,92802.0,73927.0,508888.0,158712.0,155199.0,221824.0,131919.0,298938.0,221334.0,288701.0,,241592.0,85818.0,263618.0,683683.0,965914.0,1206895.0,1736417.0,1967479.0,2107350.0,228845.0,407230.0,393669.0,270925.0,211623.0,202676.0,2332929.0,1845274.0,2179641.0,423928.0,1330475.0,1719571.0,146124.0,570197.0,299796.0,753809.0,712458.0,136006.0,,,,,0,256189.0,304777.0,170677.0,0.67,3,154137.0,143700.0,32453.0,0.21,3,146200.0,146200.0,1753.0,0.01,2,106901.0,92802.0,41845.0,0.39,3,274266.0,158712.0,203196.0,0.74,3,217560.0,221824.0,83591.0,0.38,3,255018.0,255018.0,47636.0,0.19,2,197009.0,241592.0,96922.0,0.49,3,952164.0,965914.0,261877.0,0.28,3,1937082.0,1967479.0,187325.0,0.1,3,343248.0,393669.0,99308.0,0.29,3,228408.0,211623.0,37092.0,0.16,3,2119281.0,2179641.0,249368.0,0.12,3,1157991.0,1330475.0,664820.0,0.57,3,338706.0,299796.0,214697.0,0.63,3,534091.0,712458.0,345371.0,0.65,3,,,,,,,,,,,,,,,,366.0,277407.0,,0.0,304777.0,143700.0,146200.0,92802.0,158712.0,221824.0,255018.0,241592.0,965914.0,1967479.0,393669.0,211623.0,2179641.0,1330475.0,299796.0,712458.0,277407.0
C15H32N3O7 11.224,,51.29,366.213,11.224,50,,,,301590.0,187011.0,361436.0,160731.0,115647.0,147310.0,115453.0,114928.0,131227.0,563810.0,494519.0,361478.0,327080.0,127260.0,125933.0,176542.0,69723.0,242587.0,181155.0,234879.0,322589.0,148478.0,69841.0,216178.0,456192.0,779981.0,979505.0,1390610.0,1597527.0,1706390.0,188670.0,331808.0,319881.0,637615.0,917910.0,669429.0,1935801.0,1534559.0,1809417.0,591593.0,1083155.0,1420296.0,112013.0,446767.0,245132.0,587907.0,500140.0,406136.0,,,,,0,283346.0,301590.0,88632.0,0.31,3,141229.0,147310.0,23149.0,0.16,3,120536.0,115453.0,9262.0,0.08,3,473269.0,494519.0,102826.0,0.22,3,193424.0,127260.0,115751.0,0.6,3,162951.0,176542.0,87230.0,0.54,3,246208.0,234879.0,71394.0,0.29,3,144832.0,148478.0,73237.0,0.51,3,738559.0,779981.0,264104.0,0.36,3,1564842.0,1597527.0,160407.0,0.1,3,280120.0,319881.0,79422.0,0.28,3,741651.0,669429.0,153471.0,0.21,3,1759926.0,1809417.0,205148.0,0.12,3,1031681.0,1083155.0,416743.0,0.4,3,267971.0,245132.0,168542.0,0.63,3,498061.0,500140.0,90903.0,0.18,3,,,,,,,,,,,,,,,,366.0,310736.0,,0.0,301590.0,147310.0,115453.0,494519.0,127260.0,176542.0,234879.0,148478.0,779981.0,1597527.0,319881.0,669429.0,1809417.0,1083155.0,245132.0,500140.0,310736.0
C28H30 10.717997,,70.72,366.2313,10.717997,34,,27721.0,13857.5,74384.0,66583.0,,165324.0,34608.0,134565.0,188611.0,115444.0,117089.0,66960.0,99840.0,170149.0,150378.0,,180012.0,134182.0,31418.0,141025.0,196693.0,133800.0,142681.0,171342.0,170415.0,129906.0,197461.0,,,,,171030.0,,,222291.0,,,170338.0,,148092.0,,173694.0,118617.0,,100287.0,135506.0,169920.0,,,,20796.0,20796.0,9803.0,0.47,2,70490.0,70490.0,5516.0,0.08,2,111506.0,134572.0,68343.0,0.61,3,140388.0,117096.0,41776.0,0.3,3,112323.0,99847.0,52714.0,0.47,3,165202.0,165202.0,20954.0,0.13,2,102215.0,134189.0,61402.0,0.6,3,157732.0,142688.0,34038.0,0.22,3,157228.0,170422.0,23660.0,0.15,3,197468.0,197468.0,,,1,171037.0,171037.0,,,1,222298.0,222298.0,,,1,170345.0,170345.0,,,1,148099.0,148099.0,,,1,146162.0,146162.0,38945.0,0.27,2,135245.0,135513.0,34817.0,0.26,3,,,,,0,,,,,,,,,,,,,,,,366.0,146162.0,7.028370840546259,7.0,70483.0,134565.0,117089.0,99840.0,165195.0,134182.0,142681.0,170415.0,197461.0,171030.0,222291.0,170338.0,148092.0,146155.0,135506.0,,146155.0
C28H30,,72.05,366.2348,8.033998,50,,,,145160.0,108847.0,116610.0,79522.0,34074.0,67479.0,152618.0,105122.0,136548.0,41425.0,37764.0,36811.0,41594.0,147480.0,90638.0,92774.0,35008.0,105522.0,74627.0,140982.0,98001.0,56434.0,87787.0,58044.0,47465.0,61955.0,107119.0,98100.0,94672.0,104219.0,129996.0,124771.0,164811.0,147696.0,74479.0,47189.0,,,,59764.0,118633.0,24414.0,,162243.0,14385.0,30012.0,58474.0,88148.0,,,,,0,123539.0,116610.0,19122.0,0.15,3,60358.0,67479.0,23546.0,0.39,3,131429.0,136548.0,24158.0,0.18,3,38667.0,37764.0,2436.0,0.06,3,93237.0,90638.0,52991.0,0.57,3,77768.0,92774.0,37576.0,0.48,3,104537.0,98001.0,33657.0,0.32,3,67422.0,58044.0,17655.0,0.26,3,72180.0,61955.0,31114.0,0.43,3,98997.0,98100.0,4836.0,0.05,3,139859.0,129996.0,21766.0,0.16,3,89788.0,74479.0,51973.0,0.58,3,,,,,0,67604.0,59764.0,47596.0,0.7,3,88314.0,88314.0,104551.0,1.18,2,58878.0,58474.0,29070.0,0.49,3,,,,,,,,,,,,,,,,366.0,88314.0,,0.0,116610.0,67479.0,136548.0,37764.0,90638.0,92774.0,98001.0,58044.0,61955.0,98100.0,129996.0,74479.0,,59764.0,88314.0,58474.0,88314.0
C21H30N6,,85.21,366.2532,12.771997,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,25670.0,,,,,31987.0,121046.0,254166.0,178708.0,110690.0,104220.0,47229.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,25670.0,25670.0,,,1,31987.0,31987.0,,,1,184640.0,178708.0,66758.0,0.36,3,87380.0,104220.0,34922.0,0.4,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,366.0,68104.0,,0.0,,,,,,,,,25670.0,31987.0,178708.0,104220.0,,,,,68104.0
C27H42,,81.04,366.3229,12.9609995,50,,,,438734.0,278298.0,743688.0,117871.0,130627.0,108954.0,40915.0,25898.0,63856.0,130032.0,106875.0,229375.0,34467.0,115794.0,101510.0,70370.0,67950.0,118753.0,32244.0,73798.0,31188.0,48705.0,112869.0,59014.0,121480.0,176338.0,361090.0,778920.0,739719.0,580065.0,92993.0,144623.0,182029.0,1070054.0,577473.0,272254.0,52002.0,52159.0,34192.0,2123694.0,2407455.0,230712.0,46272.0,106224.0,25937.0,51030.0,54539.0,55493.0,,,,,0,486907.0,438734.0,236405.0,0.49,3,119151.0,117871.0,10893.0,0.09,3,43556.0,40915.0,19116.0,0.44,3,155427.0,130032.0,65079.0,0.42,3,83924.0,101510.0,43422.0,0.52,3,85691.0,70370.0,28658.0,0.33,3,45743.0,32244.0,24302.0,0.53,3,73529.0,59014.0,34457.0,0.47,3,219636.0,176338.0,125536.0,0.57,3,699568.0,739719.0,105332.0,0.15,3,139882.0,144623.0,44707.0,0.32,3,639927.0,577473.0,402550.0,0.63,3,46118.0,52002.0,10328.0,0.22,3,1587287.0,2123694.0,1183365.0,0.75,3,59478.0,46272.0,41741.0,0.7,3,53687.0,54539.0,2350.0,0.04,3,,,,,,,,,,,,,,,,366.0,109690.0,,0.0,438734.0,117871.0,40915.0,130032.0,101510.0,70370.0,32244.0,59014.0,176338.0,739719.0,144623.0,577473.0,52002.0,2123694.0,46272.0,54539.0,109690.0
